Cod_Ibge;Localidade;Setor;Ano;Valor
3529005;Marília;Agropecuária;2019;R$73.807.785
3529104;Marinópolis;Agropecuária;2019;R$7.260.617
3529203;Martinópolis;Agropecuária;2019;R$43.856.251
3529302;Matão;Agropecuária;2019;R$65.248.895
3529401;Mauá;Agropecuária;2019;R$14.518
3529500;Mendonça;Agropecuária;2019;R$14.174.698
3529609;Meridiano;Agropecuária;2019;R$23.454.150
3529658;Mesópolis;Agropecuária;2019;R$28.210.684
3529708;Miguelópolis;Agropecuária;2019;R$340.754.783
3529807;Mineiros do Tietê;Agropecuária;2019;R$18.688.591
3530003;Mira Estrela;Agropecuária;2019;R$16.862.371
3529906;Miracatu;Agropecuária;2019;R$55.493.925
3530102;Mirandópolis;Agropecuária;2019;R$112.064.324
3530201;Mirante do Paranapanema;Agropecuária;2019;R$73.874.791
3530300;Mirassol;Agropecuária;2019;R$38.132.423
3530409;Mirassolândia;Agropecuária;2019;R$87.707.711
3530508;Mococa;Agropecuária;2019;R$148.186.847
3530607;Mogi das Cruzes;Agropecuária;2019;R$356.954.457
3530706;Mogi Guaçu;Agropecuária;2019;R$227.569.139
3530805;Mogi Mirim;Agropecuária;2019;R$140.532.939
3530904;Mombuca;Agropecuária;2019;R$23.828.874
3531001;Monções;Agropecuária;2019;R$6.650.845
3531100;Mongaguá;Agropecuária;2019;R$4.083.692
3531209;Monte Alegre do Sul;Agropecuária;2019;R$44.753.932
3531308;Monte Alto;Agropecuária;2019;R$198.133.630
3531407;Monte Aprazível;Agropecuária;2019;R$67.789.457
3531506;Monte Azul Paulista;Agropecuária;2019;R$34.727.592
3531605;Monte Castelo;Agropecuária;2019;R$29.210.525
3531803;Monte Mor;Agropecuária;2019;R$60.358.954
3531704;Monteiro Lobato;Agropecuária;2019;R$2.885.053
3531902;Morro Agudo;Agropecuária;2019;R$217.662.639
3532009;Morungaba;Agropecuária;2019;R$18.763.957
3532058;Motuca;Agropecuária;2019;R$27.778.830
3532108;Murutinga do Sul;Agropecuária;2019;R$17.731.546
3532157;Nantes;Agropecuária;2019;R$23.887.816
3532207;Narandiba;Agropecuária;2019;R$27.781.556
3532306;Natividade da Serra;Agropecuária;2019;R$7.055.943
3532405;Nazaré Paulista;Agropecuária;2019;R$15.878.211
3532504;Neves Paulista;Agropecuária;2019;R$29.785.201
3532603;Nhandeara;Agropecuária;2019;R$46.223.362
3532702;Nipoã;Agropecuária;2019;R$15.813.482
3532801;Nova Aliança;Agropecuária;2019;R$30.197.580
3532827;Nova Campina;Agropecuária;2019;R$10.450.591
3532843;Nova Canaã Paulista;Agropecuária;2019;R$11.375.656
3532868;Nova Castilho;Agropecuária;2019;R$19.990.606
3532900;Nova Europa;Agropecuária;2019;R$16.496.179
3533007;Nova Granada;Agropecuária;2019;R$82.435.920
3533106;Nova Guataporanga;Agropecuária;2019;R$3.210.107
3533205;Nova Independência;Agropecuária;2019;R$19.134.940
3533304;Nova Luzitânia;Agropecuária;2019;R$5.276.108
3533403;Nova Odessa;Agropecuária;2019;R$10.627.160
3533254;Novais;Agropecuária;2019;R$10.390.966
3533502;Novo Horizonte;Agropecuária;2019;R$103.879.260
3533601;Nuporanga;Agropecuária;2019;R$73.307.887
3533700;Ocauçu;Agropecuária;2019;R$35.883.723
3533809;Óleo;Agropecuária;2019;R$53.600.097
3533908;Olímpia;Agropecuária;2019;R$107.233.897
3534005;Onda Verde;Agropecuária;2019;R$27.960.105
3534104;Oriente;Agropecuária;2019;R$10.525.412
3534203;Orindiúva;Agropecuária;2019;R$44.811.538
3534302;Orlândia;Agropecuária;2019;R$44.630.941
3534401;Osasco;Agropecuária;2019;R$983.161
3534500;Oscar Bressane;Agropecuária;2019;R$39.283.070
3534609;Osvaldo Cruz;Agropecuária;2019;R$33.223.378
3534708;Ourinhos;Agropecuária;2019;R$47.083.022
3534807;Ouro Verde;Agropecuária;2019;R$23.521.137
3534757;Ouroeste;Agropecuária;2019;R$31.844.835
3534906;Pacaembu;Agropecuária;2019;R$26.538.909
3535002;Palestina;Agropecuária;2019;R$93.472.334
3535101;Palmares Paulista;Agropecuária;2019;R$7.167.812
3535200;Palmeira d'Oeste;Agropecuária;2019;R$42.282.500
3535309;Palmital;Agropecuária;2019;R$98.541.879
3535408;Panorama;Agropecuária;2019;R$30.200.983
3535507;Paraguaçu Paulista;Agropecuária;2019;R$113.210.299
3535606;Paraibuna;Agropecuária;2019;R$10.018.340
3535705;Paraíso;Agropecuária;2019;R$27.561.601
3535804;Paranapanema;Agropecuária;2019;R$209.742.983
3535903;Paranapuã;Agropecuária;2019;R$43.398.391
3536000;Parapuã;Agropecuária;2019;R$96.880.805
3536109;Pardinho;Agropecuária;2019;R$23.156.096
3536208;Pariquera-Açu;Agropecuária;2019;R$70.678.861
3536257;Parisi;Agropecuária;2019;R$51.583.205
3536307;Patrocínio Paulista;Agropecuária;2019;R$200.397.803
3536406;Paulicéia;Agropecuária;2019;R$25.507.869
3536505;Paulínia;Agropecuária;2019;R$23.464.796
3536570;Paulistânia;Agropecuária;2019;R$6.550.637
3536604;Paulo de Faria;Agropecuária;2019;R$93.009.307
3536703;Pederneiras;Agropecuária;2019;R$105.736.045
3536802;Pedra Bela;Agropecuária;2019;R$15.964.484
3536901;Pedranópolis;Agropecuária;2019;R$25.071.131
3537008;Pedregulho;Agropecuária;2019;R$152.867.949
3537107;Pedreira;Agropecuária;2019;R$8.080.512
3537156;Pedrinhas Paulista;Agropecuária;2019;R$16.851.225
3537206;Pedro de Toledo;Agropecuária;2019;R$28.831.633
3537305;Penápolis;Agropecuária;2019;R$81.073.741
3537404;Pereira Barreto;Agropecuária;2019;R$100.998.525
3537503;Pereiras;Agropecuária;2019;R$31.418.917
3537602;Peruíbe;Agropecuária;2019;R$24.611.508
3537701;Piacatu;Agropecuária;2019;R$18.808.805
3537800;Piedade;Agropecuária;2019;R$334.026.739
3537909;Pilar do Sul;Agropecuária;2019;R$100.054.466
3538006;Pindamonhangaba;Agropecuária;2019;R$25.768.025
3538105;Pindorama;Agropecuária;2019;R$31.793.007
3538204;Pinhalzinho;Agropecuária;2019;R$38.864.192
3538303;Piquerobi;Agropecuária;2019;R$9.025.787
3538501;Piquete;Agropecuária;2019;R$2.843.297
3538600;Piracaia;Agropecuária;2019;R$22.858.785
3538709;Piracicaba;Agropecuária;2019;R$142.921.498
3538808;Piraju;Agropecuária;2019;R$55.544.654
3538907;Pirajuí;Agropecuária;2019;R$85.018.412
3539004;Pirangi;Agropecuária;2019;R$38.136.471
3539103;Pirapora do Bom Jesus;Agropecuária;2019;R$163.860
3539202;Pirapozinho;Agropecuária;2019;R$25.299.196
3539301;Pirassununga;Agropecuária;2019;R$89.025.600
3539400;Piratininga;Agropecuária;2019;R$23.423.284
3539509;Pitangueiras;Agropecuária;2019;R$72.665.561
3539608;Planalto;Agropecuária;2019;R$32.550.997
3539707;Platina;Agropecuária;2019;R$32.399.376
3539806;Poá;Agropecuária;2019;R$2.367.297
3539905;Poloni;Agropecuária;2019;R$24.654.449
3540002;Pompéia;Agropecuária;2019;R$40.033.128
3540101;Pongaí;Agropecuária;2019;R$14.172.569
3540200;Pontal;Agropecuária;2019;R$59.815.993
3540259;Pontalinda;Agropecuária;2019;R$25.791.758
3540309;Pontes Gestal;Agropecuária;2019;R$19.608.925
3540408;Populina;Agropecuária;2019;R$32.650.419
3540507;Porangaba;Agropecuária;2019;R$60.448.080
3540606;Porto Feliz;Agropecuária;2019;R$179.857.894
3540705;Porto Ferreira;Agropecuária;2019;R$31.003.319
3540754;Potim;Agropecuária;2019;R$1.422.509
3540804;Potirendaba;Agropecuária;2019;R$41.952.953
3540853;Pracinha;Agropecuária;2019;R$4.296.664
3540903;Pradópolis;Agropecuária;2019;R$26.161.640
3541000;Praia Grande;Agropecuária;2019;R$3.792.193
3541059;Pratânia;Agropecuária;2019;R$39.888.474
3541109;Presidente Alves;Agropecuária;2019;R$22.833.358
3541208;Presidente Bernardes;Agropecuária;2019;R$29.987.903
3541307;Presidente Epitácio;Agropecuária;2019;R$62.838.300
3541406;Presidente Prudente;Agropecuária;2019;R$27.457.957
3541505;Presidente Venceslau;Agropecuária;2019;R$22.806.446
3541604;Promissão;Agropecuária;2019;R$71.581.226
3541653;Quadra;Agropecuária;2019;R$46.221.777
3541703;Quatá;Agropecuária;2019;R$50.200.492
3541802;Queiroz;Agropecuária;2019;R$114.132.195
3541901;Queluz;Agropecuária;2019;R$2.690.548
3542008;Quintana;Agropecuária;2019;R$30.423.497
3542107;Rafard;Agropecuária;2019;R$20.588.764
3542206;Rancharia;Agropecuária;2019;R$204.110.057
3542305;Redenção da Serra;Agropecuária;2019;R$8.596.690
3542404;Regente Feijó;Agropecuária;2019;R$63.243.780
3542503;Reginópolis;Agropecuária;2019;R$47.174.781
3542602;Registro;Agropecuária;2019;R$101.654.456
3542701;Restinga;Agropecuária;2019;R$47.653.585
3542800;Ribeira;Agropecuária;2019;R$11.146.519
3542909;Ribeirão Bonito;Agropecuária;2019;R$48.793.166
3543006;Ribeirão Branco;Agropecuária;2019;R$125.339.438
3543105;Ribeirão Corrente;Agropecuária;2019;R$68.243.553
3543204;Ribeirão do Sul;Agropecuária;2019;R$36.131.305
3543238;Ribeirão dos Índios;Agropecuária;2019;R$9.893.934
3543253;Ribeirão Grande;Agropecuária;2019;R$18.602.786
3543303;Ribeirão Pires;Agropecuária;2019;R$1.229.790
3543402;Ribeirão Preto;Agropecuária;2019;R$89.726.726
3543600;Rifaina;Agropecuária;2019;R$22.110.530
3543709;Rincão;Agropecuária;2019;R$35.260.406
3543808;Rinópolis;Agropecuária;2019;R$110.063.826
3543907;Rio Claro;Agropecuária;2019;R$75.032.579
3544004;Rio das Pedras;Agropecuária;2019;R$26.196.317
3544103;Rio Grande da Serra;Agropecuária;2019;R$594.725
3544202;Riolândia;Agropecuária;2019;R$71.873.168
3543501;Riversul;Agropecuária;2019;R$13.073.916
3544251;Rosana;Agropecuária;2019;R$44.386.763
3544301;Roseira;Agropecuária;2019;R$3.716.815
3544400;Rubiácea;Agropecuária;2019;R$26.476.158
3544509;Rubinéia;Agropecuária;2019;R$22.142.317
3544608;Sabino;Agropecuária;2019;R$33.461.020
3544707;Sagres;Agropecuária;2019;R$10.484.158
3544806;Sales;Agropecuária;2019;R$30.376.098
3544905;Sales Oliveira;Agropecuária;2019;R$73.892.186
3545001;Salesópolis;Agropecuária;2019;R$18.562.375
3545100;Salmourão;Agropecuária;2019;R$21.669.428
3545159;Saltinho;Agropecuária;2019;R$15.235.349
3545209;Salto;Agropecuária;2019;R$10.378.878
3545308;Salto de Pirapora;Agropecuária;2019;R$18.297.439
3545407;Salto Grande;Agropecuária;2019;R$21.311.768
3545506;Sandovalina;Agropecuária;2019;R$63.928.362
3545605;Santa Adélia;Agropecuária;2019;R$62.397.269
3545704;Santa Albertina;Agropecuária;2019;R$24.341.931
3545803;Santa Bárbara d'Oeste;Agropecuária;2019;R$28.393.834
3546009;Santa Branca;Agropecuária;2019;R$5.304.786
3546108;Santa Clara d'Oeste;Agropecuária;2019;R$17.085.099
3546207;Santa Cruz da Conceição;Agropecuária;2019;R$18.103.985
3546256;Santa Cruz da Esperança;Agropecuária;2019;R$17.772.304
3546306;Santa Cruz das Palmeiras;Agropecuária;2019;R$39.248.308
3546405;Santa Cruz do Rio Pardo;Agropecuária;2019;R$118.417.771
3546504;Santa Ernestina;Agropecuária;2019;R$16.123.021
3546603;Santa Fé do Sul;Agropecuária;2019;R$35.131.457
3546702;Santa Gertrudes;Agropecuária;2019;R$8.396.337
3546801;Santa Isabel;Agropecuária;2019;R$52.627.915
3546900;Santa Lúcia;Agropecuária;2019;R$27.039.687
3547007;Santa Maria da Serra;Agropecuária;2019;R$21.941.180
3547106;Santa Mercedes;Agropecuária;2019;R$14.892.193
3547502;Santa Rita do Passa Quatro;Agropecuária;2019;R$56.840.796
3547403;Santa Rita d'Oeste;Agropecuária;2019;R$16.898.779
3547601;Santa Rosa de Viterbo;Agropecuária;2019;R$33.905.376
3547650;Santa Salete;Agropecuária;2019;R$8.788.318
3547205;Santana da Ponte Pensa;Agropecuária;2019;R$9.608.838
3547304;Santana de Parnaíba;Agropecuária;2019;R$86.302.985
3547700;Santo Anastácio;Agropecuária;2019;R$29.862.609
3547809;Santo André;Agropecuária;2019;R$945.006
3547908;Santo Antônio da Alegria;Agropecuária;2019;R$44.680.272
3548005;Santo Antônio de Posse;Agropecuária;2019;R$141.765.492
3548054;Santo Antônio do Aracanguá;Agropecuária;2019;R$66.383.366
3548104;Santo Antônio do Jardim;Agropecuária;2019;R$46.439.138
3548203;Santo Antônio do Pinhal;Agropecuária;2019;R$8.048.233
3548302;Santo Expedito;Agropecuária;2019;R$4.000.799
3548401;Santópolis do Aguapeí;Agropecuária;2019;R$7.870.673
3548500;Santos;Agropecuária;2019;R$3.644.551
3548609;São Bento do Sapucaí;Agropecuária;2019;R$25.158.093
3548708;São Bernardo do Campo;Agropecuária;2019;R$7.638.917
3548807;São Caetano do Sul;Agropecuária;2019;R$20.540
3548906;São Carlos;Agropecuária;2019;R$125.249.893
3549003;São Francisco;Agropecuária;2019;R$14.358.246
3549102;São João da Boa Vista;Agropecuária;2019;R$77.827.208
3549201;São João das Duas Pontes;Agropecuária;2019;R$12.589.537
3549250;São João de Iracema;Agropecuária;2019;R$9.465.594
3549300;São João do Pau d'Alho;Agropecuária;2019;R$14.747.678
3549409;São Joaquim da Barra;Agropecuária;2019;R$54.109.171
3549508;São José da Bela Vista;Agropecuária;2019;R$59.954.864
3549607;São José do Barreiro;Agropecuária;2019;R$6.232.644
3549706;São José do Rio Pardo;Agropecuária;2019;R$114.865.599
3549805;São José do Rio Preto;Agropecuária;2019;R$44.473.005
3549904;São José dos Campos;Agropecuária;2019;R$14.761.342
3549953;São Lourenço da Serra;Agropecuária;2019;R$1.312.207
3550001;São Luís do Paraitinga;Agropecuária;2019;R$15.973.918
3550100;São Manuel;Agropecuária;2019;R$125.771.924
3550209;São Miguel Arcanjo;Agropecuária;2019;R$303.106.676
3550308;São Paulo;Agropecuária;2019;R$41.807.843
3550407;São Pedro;Agropecuária;2019;R$57.239.644
3550506;São Pedro do Turvo;Agropecuária;2019;R$61.827.867
3550605;São Roque;Agropecuária;2019;R$32.639.948
3550704;São Sebastião;Agropecuária;2019;R$12.085.555
3550803;São Sebastião da Grama;Agropecuária;2019;R$55.890.321
3550902;São Simão;Agropecuária;2019;R$63.198.667
3551009;São Vicente;Agropecuária;2019;R$3.089.935
3551108;Sarapuí;Agropecuária;2019;R$30.588.530
3551207;Sarutaiá;Agropecuária;2019;R$22.710.744
3551306;Sebastianópolis do Sul;Agropecuária;2019;R$37.651.205
3551405;Serra Azul;Agropecuária;2019;R$41.701.405
3551603;Serra Negra;Agropecuária;2019;R$49.207.134
3551504;Serrana;Agropecuária;2019;R$16.962.361
3551702;Sertãozinho;Agropecuária;2019;R$63.373.528
3551801;Sete Barras;Agropecuária;2019;R$150.025.099
3551900;Severínia;Agropecuária;2019;R$13.627.234
3552007;Silveiras;Agropecuária;2019;R$6.292.198
3552106;Socorro;Agropecuária;2019;R$68.051.179
3552205;Sorocaba;Agropecuária;2019;R$30.007.787
3552304;Sud Mennucci;Agropecuária;2019;R$51.631.460
3552403;Sumaré;Agropecuária;2019;R$184.663.231
3552551;Suzanápolis;Agropecuária;2019;R$26.537.756
3552502;Suzano;Agropecuária;2019;R$254.710.182
3552601;Tabapuã;Agropecuária;2019;R$53.195.869
3552700;Tabatinga;Agropecuária;2019;R$41.668.534
3552809;Taboão da Serra;Agropecuária;2019;R$187.269
3552908;Taciba;Agropecuária;2019;R$54.862.355
3553005;Taguaí;Agropecuária;2019;R$26.451.977
3553104;Taiaçu;Agropecuária;2019;R$22.344.240
3553203;Taiúva;Agropecuária;2019;R$18.209.248
3553302;Tambaú;Agropecuária;2019;R$62.125.191
3553401;Tanabi;Agropecuária;2019;R$91.554.685
3553500;Tapiraí;Agropecuária;2019;R$48.134.050
3553609;Tapiratiba;Agropecuária;2019;R$52.536.076
3553658;Taquaral;Agropecuária;2019;R$7.174.715
3553708;Taquaritinga;Agropecuária;2019;R$124.788.489
3553807;Taquarituba;Agropecuária;2019;R$66.148.077
3553856;Taquarivaí;Agropecuária;2019;R$74.283.517
3553906;Tarabai;Agropecuária;2019;R$14.029.746
3553955;Tarumã;Agropecuária;2019;R$47.668.126
3554003;Tatuí;Agropecuária;2019;R$114.850.789
3554102;Taubaté;Agropecuária;2019;R$17.396.908
3554201;Tejupá;Agropecuária;2019;R$36.537.738
3554300;Teodoro Sampaio;Agropecuária;2019;R$105.202.179
3554409;Terra Roxa;Agropecuária;2019;R$28.998.962
3554508;Tietê;Agropecuária;2019;R$53.818.265
3554607;Timburi;Agropecuária;2019;R$15.171.216
3554656;Torre de Pedra;Agropecuária;2019;R$1.991.309
3554706;Torrinha;Agropecuária;2019;R$30.890.737
3554755;Trabiju;Agropecuária;2019;R$8.887.310
3554805;Tremembé;Agropecuária;2019;R$6.513.498
3554904;Três Fronteiras;Agropecuária;2019;R$21.109.515
3554953;Tuiuti;Agropecuária;2019;R$26.959.766
3555000;Tupã;Agropecuária;2019;R$158.052.299
3555109;Tupi Paulista;Agropecuária;2019;R$35.209.678
3555208;Turiúba;Agropecuária;2019;R$10.796.022
3555307;Turmalina;Agropecuária;2019;R$25.390.943
3555356;Ubarana;Agropecuária;2019;R$41.000.139
3555406;Ubatuba;Agropecuária;2019;R$24.249.094
3555505;Ubirajara;Agropecuária;2019;R$21.330.173
3555604;Uchoa;Agropecuária;2019;R$34.943.093
3555703;União Paulista;Agropecuária;2019;R$14.247.700
3555802;Urânia;Agropecuária;2019;R$65.653.381
3555901;Uru;Agropecuária;2019;R$11.180.754
3556008;Urupês;Agropecuária;2019;R$88.691.445
3556107;Valentim Gentil;Agropecuária;2019;R$22.260.832
3556206;Valinhos;Agropecuária;2019;R$47.724.910
3556305;Valparaíso;Agropecuária;2019;R$133.113.227
3556354;Vargem;Agropecuária;2019;R$7.417.206
3556404;Vargem Grande do Sul;Agropecuária;2019;R$39.282.796
3556453;Vargem Grande Paulista;Agropecuária;2019;R$29.580.844
3556503;Várzea Paulista;Agropecuária;2019;R$1.991.986
3556602;Vera Cruz;Agropecuária;2019;R$14.275.983
3556701;Vinhedo;Agropecuária;2019;R$12.667.133
3556800;Viradouro;Agropecuária;2019;R$29.317.041
3556909;Vista Alegre do Alto;Agropecuária;2019;R$32.895.060
3556958;Vitória Brasil;Agropecuária;2019;R$6.151.520
3557006;Votorantim;Agropecuária;2019;R$1.442.907
3557105;Votuporanga;Agropecuária;2019;R$46.988.251
3557154;Zacarias;Agropecuária;2019;R$39.644.182
35;Estado de São Paulo;Indústria;2019;R$400.871.794.190
3500105;Adamantina;Indústria;2019;R$123.146.899
3500204;Adolfo;Indústria;2019;R$16.287.915
3500303;Aguaí;Indústria;2019;R$290.072.841
3500402;Águas da Prata;Indústria;2019;R$20.076.865
3500501;Águas de Lindóia;Indústria;2019;R$36.405.814
3500550;Águas de Santa Bárbara;Indústria;2019;R$10.128.240
3500600;Águas de São Pedro;Indústria;2019;R$13.619.499
3500709;Agudos;Indústria;2019;R$937.543.218
3500758;Alambari;Indústria;2019;R$7.152.122
3500808;Alfredo Marcondes;Indústria;2019;R$13.424.101
3500907;Altair;Indústria;2019;R$4.340.196
3501004;Altinópolis;Indústria;2019;R$19.081.741
3501103;Alto Alegre;Indústria;2019;R$10.301.821
3501152;Alumínio;Indústria;2019;R$1.022.881.807
3501202;Álvares Florence;Indústria;2019;R$4.180.733
3501301;Álvares Machado;Indústria;2019;R$62.175.481
3501400;Álvaro de Carvalho;Indústria;2019;R$2.571.858
3501509;Alvinlândia;Indústria;2019;R$3.594.439
3501608;Americana;Indústria;2019;R$3.059.810.025
3501707;Américo Brasiliense;Indústria;2019;R$203.710.182
3501806;Américo de Campos;Indústria;2019;R$3.478.286
3501905;Amparo;Indústria;2019;R$1.590.967.101
3502002;Analândia;Indústria;2019;R$50.735.245
3502101;Andradina;Indústria;2019;R$439.834.858
3502200;Angatuba;Indústria;2019;R$310.390.798
3502309;Anhembi;Indústria;2019;R$20.292.297
3502408;Anhumas;Indústria;2019;R$4.844.139
3502507;Aparecida;Indústria;2019;R$44.274.027
3502606;Aparecida d'Oeste;Indústria;2019;R$19.249.490
3502705;Apiaí;Indústria;2019;R$135.306.661
3502754;Araçariguama;Indústria;2019;R$833.980.601
3502804;Araçatuba;Indústria;2019;R$1.069.183.804
3502903;Araçoiaba da Serra;Indústria;2019;R$207.287.644
3503000;Aramina;Indústria;2019;R$4.369.284
3503109;Arandu;Indústria;2019;R$7.462.634
3503158;Arapeí;Indústria;2019;R$1.713.710
3503208;Araraquara;Indústria;2019;R$1.687.405.748
3503307;Araras;Indústria;2019;R$1.232.445.487
3503356;Arco-Íris;Indústria;2019;R$2.701.690
3503406;Arealva;Indústria;2019;R$14.784.494
3503505;Areias;Indústria;2019;R$1.507.818
3503604;Areiópolis;Indústria;2019;R$12.264.176
3503703;Ariranha;Indústria;2019;R$81.863.926
3503802;Artur Nogueira;Indústria;2019;R$219.690.817
3503901;Arujá;Indústria;2019;R$1.016.473.382
3503950;Aspásia;Indústria;2019;R$1.796.832
3504008;Assis;Indústria;2019;R$507.883.188
3504107;Atibaia;Indústria;2019;R$1.516.385.333
3504206;Auriflama;Indústria;2019;R$32.944.818
3504305;Avaí;Indústria;2019;R$10.412.371
3504404;Avanhandava;Indústria;2019;R$85.392.860
3504503;Avaré;Indústria;2019;R$395.737.297
3504602;Bady Bassitt;Indústria;2019;R$38.081.915
3504701;Balbinos;Indústria;2019;R$3.309.353
3504800;Bálsamo;Indústria;2019;R$26.209.778
3504909;Bananal;Indústria;2019;R$27.003.104
3505005;Barão de Antonina;Indústria;2019;R$2.920.442
3505104;Barbosa;Indústria;2019;R$8.672.576
3505203;Bariri;Indústria;2019;R$256.622.187
3505302;Barra Bonita;Indústria;2019;R$237.606.531
3505351;Barra do Chapéu;Indústria;2019;R$4.416.275
3505401;Barra do Turvo;Indústria;2019;R$5.352.647
3505500;Barretos;Indústria;2019;R$993.242.873
3505609;Barrinha;Indústria;2019;R$74.266.232
3505708;Barueri;Indústria;2019;R$4.734.076.723
3505807;Bastos;Indústria;2019;R$85.727.473
3505906;Batatais;Indústria;2019;R$222.096.232
3506003;Bauru;Indústria;2019;R$2.400.670.239
3506102;Bebedouro;Indústria;2019;R$357.714.650
3506201;Bento de Abreu;Indústria;2019;R$26.153.773
3506300;Bernardino de Campos;Indústria;2019;R$30.790.449
3506359;Bertioga;Indústria;2019;R$182.312.366
3506409;Bilac;Indústria;2019;R$7.819.905
3506508;Birigui;Indústria;2019;R$613.569.538
3506607;Biritiba-Mirim;Indústria;2019;R$40.281.645
3506706;Boa Esperança do Sul;Indústria;2019;R$22.533.635
3506805;Bocaina;Indústria;2019;R$32.116.813
3506904;Bofete;Indústria;2019;R$26.096.836
3507001;Boituva;Indústria;2019;R$945.753.544
3507100;Bom Jesus dos Perdões;Indústria;2019;R$283.507.005
3507159;Bom Sucesso de Itararé;Indústria;2019;R$11.830.075
3507209;Borá;Indústria;2019;R$7.219.997
